짓재명,,,,NNP,*,F,짓재명,*,*,*,*,*\n
이재멍,,,,NNP,*,F,이재멍,*,*,*,*,*\n
검수완박,,,,NNP,*,F,검수완박,*,*,*,*,*\n
사회주의자,,,,NNP,*,F,사회주의자,*,*,*,*,*\n
세계의사협회,,,,NNP,*,F,세계의사협회,*,*,*,*,*\n
WMA,,,,NNP,*,F,WMA,*,*,*,*,*\n
명룡 대전,,,,NNP,*,F,명룡 대전,*,*,*,*,*\n
몰빵,,,,NNP,*,F,몰빵,*,*,*,*,*\n
단수공천,,,,NNP,*,F,단수공천,*,*,*,*,*\n
복수공천,,,,NNP,*,F,복수공천,*,*,*,*,*\n
국개의원,,,,NNP,*,F,국개의원,*,*,*,*,*\n
윤모지리,,,,NNP,*,F,윤모지리,*,*,*,*,*\n
민노총,,,,NNP,*,F,민노총,*,*,*,*,*\n
찢째명,,,,NNP,*,F,찢째명,*,*,*,*,*\n
폭망,,,,NNP,*,F,폭망,*,*,*,*,*\n
더불어공산당,,,,NNP,*,F,더불어공산당,*,*,*,*,*\n
똥훈이,,,,NNP,*,F,똥훈이,*,*,*,*,*\n
전교조,,,,NNP,*,F,전교조,*,*,*,*,*\n
전라공화국,,,,NNP,*,F,전라공화국,*,*,*,*,*\n
언론통제,,,,NNP,*,F,언론통제,*,*,*,*,*\n
TV조선,,,,NNP,*,F,TV조선,*,*,*,*,*\n
채널A,,,,NNP,*,F,채널A,*,*,*,*,*\n
조중동,,,,NNP,*,F,조중동,*,*,*,*,*\n
초미세먼지,,,,NNP,*,F,초미세먼지,*,*,*,*,*\n
가스라이팅,,,,NNP,*,F,가스라이팅,*,*,*,*,*\n
MBC,,,,NNP,*,F,MBC,*,*,*,*,*\n
좌비씨,,,,NNP,*,F,좌비씨,*,*,*,*,*\n
개비씨,,,,NNP,*,F,개비씨,*,*,*,*,*\n
판새,,,,NNP,*,F,판새,*,*,*,*,*\n
서울의봄,,,,NNP,*,F,서울의봄,*,*,*,*,*\n
좌익,,,,NNP,*,F,좌익,*,*,*,*,*\n
이데일리,,,,NNP,*,F,이데일리,*,*,*,*,*\n
머니투데이,,,,NNP,*,F,머니투데이,*,*,*,*,*\n
김거니,,,,NNP,*,F,김거니,*,*,*,*,*\n
마녀사냥,,,,NNP,*,F,마녀사냥,*,*,*,*,*\n
헬조선,,,,NNP,*,F,헬조선,*,*,*,*,*\n
특검,,,,NNP,*,F,특검,*,*,*,*,*\n
이태원참사,,,,NNP,*,F,이태원참사,*,*,*,*,*\n
디올백,,,,NNP,*,F,디올백,*,*,*,*,*\n
윤무능,,,,NNP,*,F,윤무능,*,*,*,*,*\n
매국노,,,,NNP,*,F,매국노,*,*,*,*,*\n
여론조작,,,,NNP,*,F,여론조작,*,*,*,*,*\n
가계부채,,,,NNP,*,F,가계부채,*,*,*,*,*\n
사이비,,,,NNP,*,F,사이비,*,*,*,*,*\n
재산세,,,,NNP,*,F,재산세,*,*,*,*,*\n
윤무식,,,,NNP,*,F,윤무식,*,*,*,*,*\n
조국혁신당,,,,NNP,*,F,조국혁신당,*,*,*,*,*\n
